flight_id,airline_name,flight_date,booking_date,booking_window_days,departure_time,arrival_time,source_city,destination_city,route_popularity,seat_class,base_fare,dynamic_fare,seats_remaining,total_seats,competitor_avg_fare,demand_level,season,day_of_week,is_weekend,user_segment,user_loyalty_tier,promo_applied,weather_condition,cancellation_rate_route,on_time_performance,avg_searches_last_hour,avg_bookings_last_hour,surge_pricing_flag
VI115,Vistara,2025-11-25,2025-10-28,28,03:15,06:30,Ahmedabad,Mumbai,0.66,Business,9403,12240,10,180,8569,Medium,Festival,Tuesday,0,Leisure,Gold,0,Clear,0.07,92.2,123,23,1
IN588,IndiGo,2025-12-10,2025-11-02,38,08:15,12:15,Kolkata,Pune,0.76,Business,13548,14413,69,150,12617,Medium,Holiday,Wednesday,0,Student,Gold,0,Clear,0.15,89.3,283,7,0
VI325,Vistara,2025-11-29,2025-11-20,9,03:45,06:15,Hyderabad,Ahmedabad,0.62,Economy,3414,3944,68,160,4002,High,Holiday,Saturday,1,Student,Gold,1,Clear,0.1,89.5,32,12,1
VI702,Vistara,2025-07-31,2025-06-28,33,02:45,03:45,Hyderabad,Kolkata,0.71,Economy,3522,3813,70,200,3707,Medium,Off-Peak,Thursday,0,Student,Gold,0,Clear,0.07,92.7,285,4,0
SP318,SpiceJet,2025-08-24,2025-07-19,36,23:00,02:15,Hyderabad,Mumbai,0.74,Economy,7559,8251,47,150,7503,Low,Holiday,Sunday,1,Leisure,Silver,0,Clear,0.11,97.7,156,26,1
AI926,Air India,2025-07-13,2025-05-28,46,11:15,14:15,Hyderabad,Delhi,0.8,Premium Economy,10999,13619,56,160,11569,Medium,Peak,Sunday,1,Student,Gold,0,Storm,0.03,91.2,91,18,0
GO463,Go First,2025-07-28,2025-07-10,18,21:45,22:30,Ahmedabad,Kolkata,0.62,Business,12275,15159,16,150,14567,Low,Festival,Monday,0,Business,None,0,Clear,0.11,97.1,166,43,1
IN996,IndiGo,2025-12-25,2025-12-21,4,06:15,09:00,Mumbai,Ahmedabad,0.92,Economy,6598,7689,18,180,6508,Medium,Off-Peak,Thursday,0,Leisure,Platinum,0,Clear,0.1,97.4,240,25,1
AK823,Akasa Air,2025-11-11,2025-10-04,38,06:15,07:30,Delhi,Kolkata,0.59,Business,14754,17806,94,200,14293,Medium,Peak,Tuesday,0,Business,Platinum,1,Clear,0.13,88.8,250,26,1
SP649,SpiceJet,2025-08-27,2025-08-15,12,10:30,11:15,Bangalore,Ahmedabad,0.54,Economy,5451,6326,92,200,6033,Medium,Off-Peak,Wednesday,0,Business,Gold,0,Clear,0.09,94.7,189,22,1
SP855,SpiceJet,2025-12-21,2025-11-08,43,20:30,22:45,Bangalore,Mumbai,0.64,Economy,7555,9883,98,200,7095,High,Peak,Sunday,1,Family,None,0,Clear,0.05,94.8,218,46,1
AI778,Air India,2025-11-08,2025-09-23,46,12:00,16:00,Hyderabad,Mumbai,0.99,Economy,6674,8648,5,200,6874,Medium,Peak,Saturday,1,Family,None,0,Clear,0.08,90.3,245,60,1
GO331,Go First,2025-10-31,2025-10-06,25,10:00,13:00,Mumbai,Ahmedabad,0.79,Economy,2977,2977,60,150,3080,Low,Festival,Friday,0,Family,None,1,Clear,0.04,96.2,35,8,0
SP387,SpiceJet,2025-08-17,2025-06-19,59,17:30,21:00,Ahmedabad,Hyderabad,0.8,Economy,8963,12355,35,180,10180,High,Peak,Sunday,1,Leisure,None,0,Clear,0.07,93.7,141,31,1
GO485,Go First,2025-07-21,2025-07-14,7,21:30,23:15,Hyderabad,Chennai,0.65,Economy,3688,4643,25,160,3375,High,Off-Peak,Monday,0,Family,Silver,0,Storm,0.05,96.1,46,3,1
SP958,SpiceJet,2025-08-27,2025-08-17,10,20:00,22:00,Kolkata,Delhi,0.95,Business,13205,13379,42,150,12427,Low,Peak,Wednesday,0,Leisure,None,1,Fog,0.12,90.4,75,21,1
SP459,SpiceJet,2025-11-25,2025-10-18,38,11:00,14:15,Mumbai,Chennai,0.5,Business,14480,17925,39,200,15287,High,Holiday,Tuesday,0,Student,Silver,1,Clear,0.08,87.8,117,13,1
GO160,Go First,2025-10-08,2025-10-06,2,17:30,20:00,Hyderabad,Ahmedabad,0.69,Economy,8182,9818,55,150,8058,Medium,Off-Peak,Wednesday,0,Leisure,None,0,Clear,0.03,97.9,120,32,1
SP410,SpiceJet,2025-08-31,2025-08-08,23,09:15,11:15,Ahmedabad,Kolkata,0.71,Economy,4331,5200,33,160,3997,Medium,Festival,Sunday,1,Leisure,None,0,Clear,0.03,90.0,53,17,0
VI431,Vistara,2025-09-25,2025-09-08,17,20:15,00:45,Pune,Mumbai,0.78,Economy,4704,5423,34,180,5111,Medium,Holiday,Thursday,0,Leisure,Gold,0,Clear,0.1,98.1,64,32,1
GO208,Go First,2025-11-04,2025-09-20,45,01:30,02:45,Ahmedabad,Pune,0.87,Premium Economy,8313,9437,40,200,9828,Medium,Peak,Tuesday,0,Family,None,1,Clear,0.1,95.1,210,49,1
IN915,IndiGo,2025-09-04,2025-08-14,21,05:45,06:00,Pune,Bangalore,0.97,Business,11172,13636,68,150,10315,Medium,Holiday,Thursday,0,Student,Silver,0,Clear,0.12,91.7,244,51,1
AK322,Akasa Air,2025-11-17,2025-10-18,30,19:00,21:00,Chennai,Hyderabad,0.93,Economy,6191,7686,65,150,6066,High,Holiday,Monday,0,Business,None,0,Storm,0.07,87.3,161,22,1
AK661,Akasa Air,2025-07-27,2025-06-27,30,06:15,10:00,Mumbai,Hyderabad,0.84,Economy,5516,6296,11,180,5973,Medium,Off-Peak,Sunday,1,Leisure,Silver,1,Clear,0.1,92.7,279,31,1
SP165,SpiceJet,2025-12-15,2025-10-31,45,01:30,04:00,Chennai,Hyderabad,0.98,Premium Economy,10515,15657,42,180,10887,High,Festival,Monday,0,Leisure,None,0,Clear,0.14,91.5,275,7,1
SP312,SpiceJet,2025-08-31,2025-08-01,30,07:15,10:00,Hyderabad,Delhi,0.81,Economy,6189,8471,51,160,6253,High,Festival,Sunday,1,Student,None,1,Clear,0.1,92.0,293,17,1
SP845,SpiceJet,2025-09-25,2025-09-01,24,22:15,00:15,Delhi,Kolkata,0.88,Economy,8137,11922,83,180,8308,High,Peak,Thursday,0,Leisure,Gold,0,Clear,0.07,82.9,133,34,1
AK265,Akasa Air,2025-12-03,2025-11-24,9,01:45,04:45,Chennai,Delhi,0.68,Economy,8317,10015,14,200,9889,Medium,Festival,Wednesday,0,Student,None,0,Storm,0.08,90.8,33,10,0
GO985,Go First,2025-12-08,2025-11-26,12,14:45,17:45,Chennai,Ahmedabad,1.0,Economy,7828,8695,31,200,7059,Medium,Off-Peak,Monday,0,Leisure,Gold,0,Clear,0.09,87.3,273,8,0
GO427,Go First,2025-11-16,2025-10-03,44,14:00,17:00,Bangalore,Chennai,0.74,Economy,8953,10277,72,180,8272,Medium,Off-Peak,Sunday,1,Student,None,1,Clear,0.05,94.4,181,42,1
AI884,Air India,2025-08-07,2025-06-21,47,10:45,12:30,Mumbai,Chennai,0.86,Economy,3216,4028,22,200,3385,High,Holiday,Thursday,0,Business,None,0,Clear,0.11,84.4,297,18,1
SP690,SpiceJet,2025-11-01,2025-10-06,26,07:45,09:30,Hyderabad,Delhi,0.75,Business,15876,15876,44,180,15059,Low,Peak,Saturday,1,Business,None,1,Clear,0.07,93.8,214,12,0
AI447,Air India,2025-08-28,2025-08-24,4,23:45,00:00,Ahmedabad,Delhi,0.59,Business,13612,16454,32,150,15076,Medium,Holiday,Thursday,0,Leisure,Platinum,0,Clear,0.08,93.1,268,21,1
AI275,Air India,2025-08-11,2025-07-30,12,17:45,18:30,Mumbai,Ahmedabad,0.71,Economy,4613,6400,18,180,5251,High,Festival,Monday,0,Student,Silver,0,Clear,0.09,93.5,167,28,1
VI458,Vistara,2025-07-31,2025-06-18,43,00:00,01:45,Chennai,Kolkata,0.96,Economy,3329,4153,41,180,3375,Medium,Festival,Thursday,0,Student,Platinum,0,Fog,0.09,87.5,253,50,1
GO626,Go First,2025-11-06,2025-10-27,10,18:00,20:30,Mumbai,Hyderabad,0.67,Business,16535,16535,46,160,17077,Low,Off-Peak,Thursday,0,Leisure,None,1,Clear,0.04,99.0,162,56,1
AI980,Air India,2025-12-21,2025-12-18,3,02:15,05:00,Delhi,Mumbai,0.72,Economy,2881,3384,26,200,3007,Low,Festival,Sunday,1,Business,None,0,Clear,0.05,99.0,79,21,1
AI923,Air India,2025-12-08,2025-10-17,52,23:45,03:45,Kolkata,Chennai,0.75,Economy,2641,2822,89,200,2924,Medium,Holiday,Monday,0,Family,None,1,Clear,0.1,96.0,237,18,0
AI969,Air India,2025-09-05,2025-07-25,42,10:00,12:30,Kolkata,Bangalore,0.56,Economy,4831,5512,66,180,4853,Low,Peak,Friday,0,Family,Gold,0,Rain,0.08,96.6,263,12,0
AI630,Air India,2025-12-20,2025-10-25,56,15:15,19:00,Mumbai,Ahmedabad,0.94,Premium Economy,7408,8708,8,160,7898,Medium,Festival,Saturday,1,Family,None,1,Rain,0.07,91.2,297,45,1
IN441,IndiGo,2025-09-14,2025-08-05,40,01:45,05:15,Chennai,Ahmedabad,0.9,Economy,3805,4680,33,150,4178,High,Off-Peak,Sunday,1,Family,None,0,Fog,0.08,87.7,51,7,1
IN830,IndiGo,2025-09-22,2025-08-02,51,09:15,11:30,Kolkata,Mumbai,0.69,Economy,3973,4244,70,150,4297,Low,Holiday,Monday,0,Business,None,0,Rain,0.12,90.1,100,46,1
SP625,SpiceJet,2025-10-01,2025-09-12,19,18:00,19:00,Pune,Hyderabad,0.5,Economy,4857,4857,49,180,4624,Low,Off-Peak,Wednesday,0,Business,None,1,Clear,0.09,92.9,191,20,0
GO668,Go First,2025-09-14,2025-09-06,8,05:45,07:15,Kolkata,Bangalore,0.87,Premium Economy,9240,13262,80,160,10379,High,Holiday,Sunday,1,Leisure,Gold,0,Clear,0.12,91.9,35,7,1
AI384,Air India,2025-10-17,2025-09-26,21,20:00,00:00,Chennai,Kolkata,0.7,Premium Economy,10781,12269,8,160,11745,Medium,Holiday,Friday,0,Family,Silver,0,Rain,0.1,95.6,93,18,0
AI975,Air India,2025-07-21,2025-06-15,36,19:15,21:30,Pune,Kolkata,0.61,Economy,3571,4702,6,160,3601,Medium,Festival,Monday,0,Student,Platinum,0,Rain,0.11,94.1,247,57,1
AI959,Air India,2025-09-10,2025-08-08,33,02:15,06:00,Delhi,Bangalore,0.88,Economy,7285,8414,28,160,6818,Medium,Off-Peak,Wednesday,0,Leisure,None,0,Rain,0.1,90.8,142,23,1
GO419,Go First,2025-07-12,2025-05-17,56,05:15,09:30,Hyderabad,Mumbai,0.84,Business,14160,14160,43,150,16836,Medium,Off-Peak,Saturday,1,Business,None,1,Clear,0.1,96.7,62,12,0
SP280,SpiceJet,2025-11-18,2025-11-17,1,12:45,14:45,Chennai,Pune,0.74,Economy,7062,9308,66,160,7967,High,Peak,Tuesday,0,Leisure,None,1,Clear,0.04,95.0,193,32,1
IN751,IndiGo,2025-08-02,2025-06-19,44,06:30,10:45,Kolkata,Bangalore,0.69,Business,11622,13765,20,150,12166,Medium,Off-Peak,Saturday,1,Business,Gold,0,Clear,0.06,92.7,166,32,1
SP546,SpiceJet,2025-09-02,2025-08-15,18,00:00,03:15,Bangalore,Hyderabad,0.89,Economy,4046,4565,48,180,4386,Medium,Off-Peak,Tuesday,0,Student,None,0,Clear,0.04,90.2,94,29,1
AK299,Akasa Air,2025-11-15,2025-10-01,45,22:00,23:15,Hyderabad,Mumbai,0.74,Premium Economy,10144,13126,49,160,11446,High,Peak,Saturday,1,Family,Silver,1,Clear,0.08,91.6,35,6,1
GO171,Go First,2025-10-19,2025-10-17,2,07:15,09:00,Delhi,Pune,0.98,Economy,6650,8459,38,200,6384,High,Festival,Sunday,1,Student,Gold,1,Rain,0.11,99.0,205,26,1
VI885,Vistara,2025-10-20,2025-09-09,41,09:30,10:45,Pune,Hyderabad,1.0,Business,11906,17556,10,160,13773,High,Festival,Monday,0,Family,None,0,Storm,0.08,96.2,88,23,1
AK851,Akasa Air,2025-09-27,2025-09-01,26,13:30,15:00,Bangalore,Mumbai,0.85,Business,10191,11715,26,180,11672,Low,Peak,Saturday,1,Leisure,None,0,Clear,0.07,88.8,127,60,1
VI808,Vistara,2025-12-17,2025-11-24,23,22:15,00:15,Kolkata,Pune,0.5,Business,14367,19981,27,200,15847,High,Festival,Wednesday,0,Leisure,Silver,0,Clear,0.05,89.3,160,30,1
AK949,Akasa Air,2025-10-22,2025-09-29,23,14:45,18:00,Pune,Kolkata,0.79,Economy,6731,7709,37,180,7498,Medium,Off-Peak,Wednesday,0,Business,Silver,0,Fog,0.05,87.8,74,36,1
SP517,SpiceJet,2025-08-29,2025-08-09,20,02:45,04:30,Pune,Kolkata,0.65,Economy,4743,5546,91,200,4536,Low,Peak,Friday,0,Business,Platinum,0,Storm,0.1,94.7,257,28,1
SP785,SpiceJet,2025-09-28,2025-09-05,23,03:45,04:00,Bangalore,Pune,0.73,Economy,5411,6974,85,200,6100,Medium,Peak,Sunday,1,Business,None,1,Clear,0.14,93.7,282,32,1
IN389,IndiGo,2025-08-08,2025-07-25,14,16:30,18:15,Chennai,Bangalore,0.93,Economy,3642,4383,41,160,3409,Low,Festival,Friday,0,Leisure,Silver,0,Fog,0.06,98.5,159,26,1
VI805,Vistara,2025-10-18,2025-09-20,28,00:15,01:00,Chennai,Bangalore,0.94,Business,17784,21100,39,200,19896,Medium,Festival,Saturday,1,Business,Gold,0,Clear,0.11,91.9,51,17,0
VI754,Vistara,2025-09-18,2025-08-23,26,16:30,18:30,Ahmedabad,Delhi,0.8,Economy,8366,8947,96,200,9526,Medium,Holiday,Thursday,0,Leisure,None,1,Fog,0.14,92.1,216,58,1
AK614,Akasa Air,2025-09-11,2025-08-05,37,12:45,13:15,Chennai,Hyderabad,0.5,Economy,5656,6325,76,180,6285,Low,Festival,Thursday,0,Student,Silver,0,Clear,0.03,92.1,193,16,0
GO145,Go First,2025-11-12,2025-09-20,53,19:00,21:00,Hyderabad,Bangalore,0.6,Economy,6980,8193,6,150,7316,Medium,Off-Peak,Wednesday,0,Student,Gold,0,Clear,0.07,91.1,141,60,1
AI500,Air India,2025-11-26,2025-11-24,2,12:30,15:45,Hyderabad,Ahmedabad,0.8,Premium Economy,10244,13424,23,180,11843,Medium,Peak,Wednesday,0,Student,None,0,Storm,0.11,86.5,59,24,1
AI963,Air India,2025-12-08,2025-11-03,35,20:00,23:00,Mumbai,Ahmedabad,0.51,Economy,3765,5393,32,150,3722,High,Peak,Monday,0,Student,None,0,Fog,0.11,89.6,117,55,1
GO968,Go First,2025-11-07,2025-09-14,54,23:15,00:30,Ahmedabad,Mumbai,0.82,Business,16697,19679,28,160,16103,High,Holiday,Friday,0,Family,None,1,Rain,0.06,95.9,66,14,1
GO351,Go First,2025-07-20,2025-06-10,40,13:30,15:30,Mumbai,Chennai,0.65,Economy,5362,7264,71,200,5768,Medium,Peak,Sunday,1,Leisure,None,0,Storm,0.12,88.7,229,28,1
VI263,Vistara,2025-11-06,2025-10-16,21,16:45,20:30,Delhi,Kolkata,0.55,Business,12447,16510,31,200,11856,Medium,Festival,Thursday,0,Student,Gold,0,Clear,0.07,96.6,194,36,1
GO875,Go First,2025-12-19,2025-11-21,28,08:30,11:15,Ahmedabad,Hyderabad,0.78,Economy,3172,3429,21,180,2959,Low,Off-Peak,Friday,0,Leisure,Silver,0,Clear,0.04,87.1,76,31,1
AK860,Akasa Air,2025-11-25,2025-11-18,7,20:15,21:15,Kolkata,Delhi,0.53,Business,14804,14804,14,200,16221,Low,Peak,Tuesday,0,Student,None,1,Rain,0.11,95.7,44,19,0
SP122,SpiceJet,2025-07-30,2025-06-28,32,23:30,00:45,Delhi,Bangalore,0.93,Economy,2599,3200,17,200,2855,Medium,Peak,Wednesday,0,Business,Platinum,1,Clear,0.11,90.9,136,22,1
GO427,Go First,2025-08-12,2025-07-14,29,21:00,23:00,Ahmedabad,Mumbai,0.75,Economy,8996,8996,12,180,10410,Low,Off-Peak,Tuesday,0,Student,None,0,Clear,0.11,90.3,274,13,0
AI881,Air India,2025-10-28,2025-09-11,47,22:15,23:45,Pune,Mumbai,0.63,Premium Economy,11110,12796,14,180,11992,Medium,Off-Peak,Tuesday,0,Leisure,None,0,Rain,0.08,89.1,78,21,1
GO703,Go First,2025-10-11,2025-09-05,36,17:00,19:45,Hyderabad,Delhi,0.82,Business,9348,12006,57,160,8837,High,Peak,Saturday,1,Student,None,1,Clear,0.1,94.5,139,56,1
SP381,SpiceJet,2025-12-04,2025-11-27,7,07:45,11:15,Hyderabad,Ahmedabad,0.65,Economy,6425,7281,57,160,6819,Medium,Holiday,Thursday,0,Family,None,0,Clear,0.07,93.6,207,31,1
IN598,IndiGo,2025-11-10,2025-10-15,26,08:30,11:30,Delhi,Hyderabad,0.74,Premium Economy,9630,12449,24,160,9880,Medium,Peak,Monday,0,Business,None,0,Storm,0.11,90.7,74,35,1
AI136,Air India,2025-08-17,2025-07-26,22,19:00,22:00,Ahmedabad,Chennai,0.81,Economy,7539,8243,64,180,6952,Low,Peak,Sunday,1,Student,None,0,Storm,0.09,95.6,187,5,0
IN356,IndiGo,2025-08-01,2025-07-25,7,14:15,18:00,Chennai,Delhi,0.53,Economy,3830,4207,51,180,4221,Low,Peak,Friday,0,Student,None,1,Clear,0.04,89.9,204,43,1
IN432,IndiGo,2025-12-03,2025-10-24,40,18:00,19:15,Ahmedabad,Hyderabad,0.89,Economy,8881,9608,20,160,8704,Low,Peak,Wednesday,0,Student,Gold,1,Clear,0.07,85.3,234,60,1
IN239,IndiGo,2025-09-21,2025-08-18,34,17:00,19:00,Hyderabad,Pune,0.63,Economy,5914,8178,27,150,5981,High,Festival,Sunday,1,Family,Gold,0,Clear,0.07,96.6,35,12,1
AK688,Akasa Air,2025-10-06,2025-08-25,42,09:00,13:00,Ahmedabad,Kolkata,0.67,Economy,3056,3598,11,180,3431,Medium,Peak,Monday,0,Business,Platinum,0,Clear,0.09,99.0,278,9,0
AK276,Akasa Air,2025-08-31,2025-08-22,9,13:45,14:45,Chennai,Pune,0.67,Economy,2556,3793,80,160,2998,High,Festival,Sunday,1,Business,Silver,0,Clear,0.11,90.9,189,9,1
AI179,Air India,2025-11-29,2025-11-02,27,00:00,01:45,Ahmedabad,Bangalore,0.63,Economy,8190,10735,36,160,7961,High,Holiday,Saturday,1,Leisure,Silver,0,Clear,0.12,90.3,39,11,1
VI445,Vistara,2025-12-22,2025-12-15,7,11:15,13:15,Bangalore,Delhi,0.63,Economy,2749,3562,63,150,2946,High,Holiday,Monday,0,Business,None,0,Clear,0.03,91.9,126,37,1
SP395,SpiceJet,2025-10-01,2025-09-01,30,12:30,15:45,Chennai,Mumbai,0.72,Economy,3363,4076,29,160,3450,Low,Festival,Wednesday,0,Business,Gold,0,Storm,0.09,92.5,171,45,1
GO709,Go First,2025-09-25,2025-08-28,28,17:15,19:45,Bangalore,Hyderabad,0.75,Premium Economy,7524,9309,11,200,8439,High,Peak,Thursday,0,Business,None,1,Clear,0.12,88.1,98,27,1
GO354,Go First,2025-08-09,2025-06-12,58,05:00,09:00,Mumbai,Kolkata,0.98,Economy,6967,7118,60,200,7769,Low,Peak,Saturday,1,Business,None,1,Clear,0.06,96.2,222,52,1
AI335,Air India,2025-09-23,2025-08-04,50,10:00,14:00,Hyderabad,Pune,1.0,Business,12539,15406,65,150,14185,High,Festival,Tuesday,0,Family,None,1,Clear,0.07,89.2,98,35,1
IN776,IndiGo,2025-10-30,2025-10-06,24,02:00,05:00,Kolkata,Bangalore,0.74,Economy,4204,4499,24,180,4182,Medium,Off-Peak,Thursday,0,Business,None,1,Clear,0.04,93.5,147,36,1
AK707,Akasa Air,2025-11-02,2025-10-06,27,21:45,01:45,Bangalore,Delhi,0.88,Economy,6264,7224,17,160,6983,Medium,Peak,Sunday,1,Student,None,1,Clear,0.05,85.1,40,18,0
IN134,IndiGo,2025-07-19,2025-06-10,39,18:15,20:45,Pune,Bangalore,0.96,Economy,8498,10940,43,200,9957,High,Off-Peak,Saturday,1,Leisure,Platinum,0,Rain,0.09,99.0,240,49,1
VI824,Vistara,2025-11-12,2025-09-26,47,11:00,13:00,Mumbai,Kolkata,0.78,Economy,7587,11175,66,180,7751,High,Festival,Wednesday,0,Student,Platinum,1,Clear,0.06,92.8,260,51,1
AI356,Air India,2025-10-11,2025-08-17,55,20:45,22:15,Bangalore,Chennai,0.78,Economy,5782,6275,53,160,6723,Low,Festival,Saturday,1,Family,None,1,Clear,0.04,92.4,119,25,1
VI906,Vistara,2025-10-07,2025-09-30,7,11:30,15:15,Bangalore,Kolkata,0.7,Economy,4187,5728,87,200,3769,High,Off-Peak,Tuesday,0,Leisure,None,0,Clear,0.11,85.9,292,21,1
AK504,Akasa Air,2025-07-22,2025-06-23,29,06:30,07:15,Pune,Mumbai,0.6,Economy,6218,7583,32,200,7249,Medium,Off-Peak,Tuesday,0,Business,None,0,Clear,0.07,89.1,193,29,1
GO220,Go First,2025-07-23,2025-06-18,35,17:00,20:15,Delhi,Pune,0.72,Business,11198,15165,47,180,10859,High,Festival,Wednesday,0,Family,None,0,Clear,0.05,98.1,54,15,1
SP172,SpiceJet,2025-12-04,2025-11-04,30,01:15,02:30,Kolkata,Mumbai,0.5,Economy,8462,10400,23,180,7857,Medium,Peak,Thursday,0,Business,Platinum,0,Clear,0.07,87.0,244,2,0
AK299,Akasa Air,2025-11-20,2025-11-02,18,12:30,13:30,Delhi,Ahmedabad,0.98,Economy,3194,3227,38,160,2882,Low,Festival,Thursday,0,Student,None,1,Storm,0.06,90.7,194,15,0
IN757,IndiGo,2025-09-18,2025-07-25,55,21:15,01:30,Mumbai,Hyderabad,0.77,Business,11769,14852,61,200,11788,Medium,Peak,Thursday,0,Business,None,0,Clear,0.06,93.5,155,30,1
IN417,IndiGo,2025-08-06,2025-06-11,56,00:00,01:15,Kolkata,Chennai,0.92,Business,13801,19605,36,160,14589,High,Peak,Wednesday,0,Student,None,0,Storm,0.06,94.8,247,28,1
AK410,Akasa Air,2025-07-31,2025-07-15,16,20:15,23:45,Chennai,Ahmedabad,0.77,Economy,8053,9965,23,150,9626,Medium,Off-Peak,Thursday,0,Student,None,0,Clear,0.06,89.0,223,28,1
AI495,Air India,2025-09-30,2025-09-21,9,21:45,22:00,Chennai,Pune,1.0,Economy,7712,8614,92,200,8492,Medium,Off-Peak,Tuesday,0,Leisure,None,0,Clear,0.07,92.3,52,15,0
SP468,SpiceJet,2025-08-01,2025-06-02,60,11:00,13:45,Kolkata,Delhi,0.5,Business,17191,19865,77,180,17647,Low,Festival,Friday,0,Business,Platinum,0,Rain,0.05,94.7,145,30,1
VI365,Vistara,2025-09-20,2025-08-08,43,13:15,15:00,Mumbai,Hyderabad,0.87,Economy,6641,6738,51,160,6045,Low,Festival,Saturday,1,Student,Gold,1,Clear,0.03,88.2,83,19,0
AI601,Air India,2025-10-27,2025-09-02,55,08:00,09:30,Delhi,Ahmedabad,0.74,Economy,4261,5292,66,180,4517,Medium,Peak,Monday,0,Business,None,0,Clear,0.03,95.9,74,26,1
IN127,IndiGo,2025-08-13,2025-07-15,29,14:15,15:15,Hyderabad,Ahmedabad,0.57,Business,15658,18812,28,160,14163,Medium,Peak,Wednesday,0,Business,None,0,Storm,0.04,98.5,216,59,1
VI837,Vistara,2025-08-19,2025-07-18,32,07:00,09:30,Ahmedabad,Mumbai,0.63,Economy,3576,4891,71,150,3754,High,Festival,Tuesday,0,Family,None,0,Clear,0.04,92.7,254,29,1
AI506,Air India,2025-09-17,2025-09-11,6,15:30,19:00,Hyderabad,Kolkata,0.94,Economy,3327,4520,71,150,3796,Medium,Peak,Wednesday,0,Family,None,0,Fog,0.1,97.7,112,27,1
AK678,Akasa Air,2025-08-09,2025-08-08,1,21:30,22:15,Ahmedabad,Chennai,0.64,Economy,5094,5994,51,200,6047,Medium,Off-Peak,Saturday,1,Business,Platinum,1,Fog,0.1,90.5,154,28,1
VI635,Vistara,2025-08-24,2025-07-18,37,14:00,18:45,Kolkata,Delhi,0.69,Economy,5505,6171,75,180,6050,Medium,Holiday,Sunday,1,Leisure,Gold,0,Clear,0.07,87.1,224,45,1
SP670,SpiceJet,2025-08-11,2025-06-22,50,04:00,05:00,Delhi,Chennai,0.62,Economy,6273,7661,48,150,6384,Medium,Holiday,Monday,0,Student,None,0,Clear,0.09,92.8,178,54,1
AI865,Air India,2025-12-14,2025-11-26,18,14:00,18:15,Mumbai,Ahmedabad,0.5,Economy,4187,5027,45,160,4829,Medium,Peak,Sunday,1,Leisure,Gold,0,Clear,0.05,90.3,95,7,0
IN645,IndiGo,2025-09-25,2025-07-27,60,12:45,13:15,Pune,Kolkata,0.51,Economy,6027,7814,26,150,6383,Medium,Festival,Thursday,0,Student,Platinum,0,Clear,0.08,85.3,133,42,1
SP247,SpiceJet,2025-11-27,2025-10-05,53,14:45,17:30,Hyderabad,Mumbai,0.98,Economy,7556,9160,32,160,7047,Medium,Peak,Thursday,0,Business,None,0,Fog,0.03,85.2,181,7,0
AI147,Air India,2025-08-27,2025-08-08,19,16:45,19:45,Ahmedabad,Bangalore,0.68,Economy,7999,10188,67,160,7587,Medium,Festival,Wednesday,0,Student,None,0,Fog,0.09,97.7,91,22,1
VI548,Vistara,2025-10-21,2025-09-01,50,19:45,20:00,Pune,Mumbai,0.82,Business,15859,18940,59,180,18638,Low,Festival,Tuesday,0,Student,None,0,Clear,0.09,98.1,215,22,1
IN961,IndiGo,2025-10-12,2025-09-01,41,05:30,07:30,Kolkata,Mumbai,0.71,Economy,4455,4767,12,150,4185,Low,Peak,Sunday,1,Family,None,1,Clear,0.05,82.3,256,37,1
AI216,Air India,2025-12-28,2025-11-10,48,11:15,13:15,Bangalore,Delhi,0.56,Economy,5681,6218,28,180,6332,Medium,Peak,Sunday,1,Family,Platinum,1,Clear,0.05,84.7,109,41,1
IN522,IndiGo,2025-08-06,2025-07-12,25,02:15,05:15,Kolkata,Chennai,0.86,Economy,8084,8295,29,160,7944,Medium,Off-Peak,Wednesday,0,Business,None,1,Clear,0.08,95.4,172,12,0
IN462,IndiGo,2025-07-22,2025-06-14,38,14:15,18:00,Pune,Chennai,0.63,Business,17081,26123,85,200,16473,High,Peak,Tuesday,0,Student,Silver,0,Storm,0.07,95.4,233,49,1
SP312,SpiceJet,2025-10-08,2025-09-14,24,22:45,01:15,Bangalore,Delhi,0.68,Premium Economy,11317,14538,42,200,11842,High,Festival,Wednesday,0,Family,Silver,1,Clear,0.11,90.1,147,7,1
SP637,SpiceJet,2025-07-10,2025-07-08,2,04:30,07:45,Bangalore,Hyderabad,0.61,Economy,7018,9941,32,150,8184,High,Off-Peak,Thursday,0,Student,Silver,0,Storm,0.07,89.2,259,27,1
AI943,Air India,2025-09-04,2025-07-14,52,21:15,23:30,Bangalore,Delhi,0.87,Economy,7960,9570,19,180,7856,Low,Festival,Thursday,0,Student,None,0,Clear,0.07,91.3,256,58,1
AK625,Akasa Air,2025-08-08,2025-08-02,6,05:00,09:45,Ahmedabad,Bangalore,0.81,Business,14121,17305,59,150,16530,High,Holiday,Friday,0,Student,Platinum,0,Rain,0.09,93.5,66,17,1
VI370,Vistara,2025-10-11,2025-09-13,28,21:00,23:15,Chennai,Bangalore,0.63,Economy,3933,4278,14,150,3859,Medium,Holiday,Saturday,1,Business,Gold,0,Clear,0.08,96.4,299,6,0
VI570,Vistara,2025-12-12,2025-11-10,32,20:00,23:15,Bangalore,Mumbai,0.7,Economy,4745,4745,43,180,5552,Low,Holiday,Friday,0,Family,None,1,Rain,0.08,95.2,143,13,0
